1:8000,chunk,replicate
4134,6,517
4135,7,517
4136,8,517
4137,1,518
4138,2,518
4139,3,518
4140,4,518
4141,5,518
4142,6,518
4143,7,518
4144,8,518
4145,1,519
4146,2,519
4147,3,519
4148,4,519
4149,5,519
4150,6,519
4151,7,519
4152,8,519
4153,1,520
4154,2,520
4155,3,520
4156,4,520
4157,5,520
4158,6,520
4159,7,520
4160,8,520
4161,1,521
4162,2,521
4163,3,521
4164,4,521
4165,5,521
4166,6,521
4167,7,521
4168,8,521
4169,1,522
4170,2,522
4171,3,522
4172,4,522
4173,5,522
4174,6,522
4175,7,522
4176,8,522
4177,1,523
4178,2,523
4179,3,523
4180,4,523
4181,5,523
4182,6,523
4183,7,523
4184,8,523
4185,1,524
4186,2,524
4187,3,524
4188,4,524
4189,5,524
4190,6,524
4191,7,524
4192,8,524
4193,1,525
4194,2,525
4195,3,525
4196,4,525
4197,5,525
4198,6,525
4199,7,525
4200,8,525
4201,1,526
4202,2,526
4203,3,526
4204,4,526
4205,5,526
4206,6,526
4207,7,526
4208,8,526
4209,1,527
4210,2,527
4211,3,527
4212,4,527
4213,5,527
4214,6,527
4215,7,527
4216,8,527
4217,1,528
4218,2,528
4219,3,528
4220,4,528
4221,5,528
4222,6,528
4223,7,528
4224,8,528
4225,1,529
4226,2,529
4227,3,529
4228,4,529
4229,5,529
4230,6,529
4231,7,529
4232,8,529
4233,1,530
4234,2,530
4235,3,530
4236,4,530
4237,5,530
4238,6,530
4239,7,530
4240,8,530
4241,1,531
4242,2,531
4243,3,531
4244,4,531
4245,5,531
4246,6,531
4247,7,531
4248,8,531
4249,1,532
4250,2,532
4251,3,532
4252,4,532
4253,5,532
4254,6,532
4255,7,532
4256,8,532
4257,1,533
4258,2,533
4259,3,533
4260,4,533
4261,5,533
4262,6,533
4263,7,533
4264,8,533
4265,1,534
4266,2,534
4267,3,534
4268,4,534
4269,5,534
4270,6,534
4271,7,534
4272,8,534
4273,1,535
4274,2,535
4275,3,535
4276,4,535
4277,5,535
4278,6,535
4279,7,535
4280,8,535
4281,1,536
4282,2,536
4283,3,536
4284,4,536
4285,5,536
4286,6,536
4287,7,536
4288,8,536
4289,1,537
4290,2,537
4291,3,537
4292,4,537
4293,5,537
4294,6,537
4295,7,537
4296,8,537
4297,1,538
4298,2,538
4299,3,538
4300,4,538
4301,5,538
4302,6,538
4303,7,538
4304,8,538
4305,1,539
4306,2,539
4307,3,539
4308,4,539
4309,5,539
4310,6,539
4311,7,539
4312,8,539
4313,1,540
4314,2,540
4315,3,540
4316,4,540
4317,5,540
4318,6,540
4319,7,540
4320,8,540
4321,1,541
4322,2,541
4323,3,541
4324,4,541
4325,5,541
4326,6,541
4327,7,541
4328,8,541
4329,1,542
4330,2,542
4331,3,542
4332,4,542
4333,5,542
4334,6,542
4335,7,542
4336,8,542
4337,1,543
4338,2,543
4339,3,543
4340,4,543
4341,5,543
4342,6,543
4343,7,543
4344,8,543
4345,1,544
4346,2,544
4347,3,544
4348,4,544
4349,5,544
4350,6,544
4351,7,544
4352,8,544
4353,1,545
4354,2,545
4355,3,545
4356,4,545
4357,5,545
4358,6,545
4359,7,545
4360,8,545
4361,1,546
4362,2,546
4363,3,546
4364,4,546
4365,5,546
4366,6,546
4367,7,546
4368,8,546
4369,1,547
4370,2,547
4371,3,547
4372,4,547
4373,5,547
4374,6,547
4375,7,547
4376,8,547
4377,1,548
4378,2,548
4379,3,548
4380,4,548
4381,5,548
4382,6,548
4383,7,548
4384,8,548
4385,1,549
4386,2,549
4387,3,549
4388,4,549
4389,5,549
4390,6,549
4391,7,549
4392,8,549
4393,1,550
4394,2,550
4395,3,550
4396,4,550
4397,5,550
4398,6,550
4399,7,550
4400,8,550
4401,1,551
4402,2,551
4403,3,551
4404,4,551
4405,5,551
4406,6,551
4407,7,551
4408,8,551
4409,1,552
4410,2,552
4411,3,552
4412,4,552
4413,5,552
4414,6,552
4415,7,552
4416,8,552
4417,1,553
4418,2,553
4419,3,553
4420,4,553
4421,5,553
4422,6,553
4423,7,553
4424,8,553
4425,1,554
4426,2,554
4427,3,554
4428,4,554
4429,5,554
4430,6,554
4431,7,554
4432,8,554
4433,1,555
4434,2,555
4435,3,555
4436,4,555
4437,5,555
4438,6,555
4439,7,555
4440,8,555
4441,1,556
4442,2,556
4443,3,556
4444,4,556
4445,5,556
4446,6,556
4447,7,556
4448,8,556
4449,1,557
4450,2,557
4451,3,557
4452,4,557
4453,5,557
4454,6,557
4455,7,557
4456,8,557
4457,1,558
4458,2,558
4459,3,558
4460,4,558
4461,5,558
4462,6,558
4463,7,558
4464,8,558
4465,1,559
4466,2,559
4467,3,559
4468,4,559
4469,5,559
4470,6,559
4471,7,559
4472,8,559
4473,1,560
4474,2,560
4475,3,560
4476,4,560
4477,5,560
4478,6,560
4479,7,560
4480,8,560
4481,1,561
4482,2,561
4483,3,561
4484,4,561
4485,5,561
4486,6,561
4487,7,561
4488,8,561
4489,1,562
4490,2,562
4491,3,562
4492,4,562
4493,5,562
4494,6,562
4495,7,562
4496,8,562
4497,1,563
4498,2,563
4499,3,563
4500,4,563
4501,5,563
4502,6,563
4503,7,563
4504,8,563
4505,1,564
4506,2,564
4507,3,564
4508,4,564
4509,5,564
4510,6,564
4511,7,564
4512,8,564
4513,1,565
4514,2,565
4515,3,565
4516,4,565
4517,5,565
4518,6,565
4519,7,565
4520,8,565
4521,1,566
4522,2,566
4523,3,566
4524,4,566
4525,5,566
4526,6,566
4527,7,566
4528,8,566
4529,1,567
4530,2,567
4531,3,567
4532,4,567
4533,5,567
4534,6,567
4535,7,567
4536,8,567
4537,1,568
4538,2,568
4539,3,568
4540,4,568
4541,5,568
4542,6,568
4543,7,568
4544,8,568
4545,1,569
4546,2,569
4547,3,569
4548,4,569
4549,5,569
4550,6,569
4551,7,569
4552,8,569
4553,1,570
4554,2,570
4555,3,570
4556,4,570
4557,5,570
4558,6,570
4559,7,570
4560,8,570
4561,1,571
4562,2,571
4563,3,571
4564,4,571
4565,5,571
4566,6,571
4567,7,571
4568,8,571
4569,1,572
4570,2,572
4571,3,572
4572,4,572
4573,5,572
4574,6,572
4575,7,572
4576,8,572
4577,1,573
4578,2,573
4579,3,573
4580,4,573
4581,5,573
4582,6,573
4583,7,573
4584,8,573
4585,1,574
4586,2,574
4587,3,574
4588,4,574
4589,5,574
4590,6,574
4591,7,574
4592,8,574
4593,1,575
4594,2,575
4595,3,575
4596,4,575
4597,5,575
4598,6,575
4599,7,575
4600,8,575
4601,1,576
4602,2,576
4603,3,576
4604,4,576
4605,5,576
4606,6,576
4607,7,576
4608,8,576
4609,1,577
4610,2,577
4611,3,577
4612,4,577
4613,5,577
4614,6,577
4615,7,577
4616,8,577
4617,1,578
4618,2,578
4619,3,578
4620,4,578
4621,5,578
4622,6,578
4623,7,578
4624,8,578
4625,1,579
4626,2,579
4627,3,579
4628,4,579
4629,5,579
4630,6,579
4631,7,579
4632,8,579
4633,1,580
4634,2,580
4635,3,580
4636,4,580
4637,5,580
4638,6,580
4639,7,580
4640,8,580
4641,1,581
4642,2,581
4643,3,581
4644,4,581
4645,5,581
4646,6,581
4647,7,581
4648,8,581
4649,1,582
4650,2,582
4651,3,582
4652,4,582
4653,5,582
4654,6,582
4655,7,582
4656,8,582
4657,1,583
4658,2,583
4659,3,583
4660,4,583
4661,5,583
4662,6,583
4663,7,583
4664,8,583
4665,1,584
4666,2,584
4667,3,584
4668,4,584
4669,5,584
4670,6,584
4671,7,584
4672,8,584
4673,1,585
4674,2,585
4675,3,585
4676,4,585
4677,5,585
4678,6,585
4679,7,585
4680,8,585
4681,1,586
4682,2,586
4683,3,586
4684,4,586
4685,5,586
4686,6,586
4687,7,586
4688,8,586
4689,1,587
4690,2,587
4691,3,587
4692,4,587
4693,5,587
4694,6,587
4695,7,587
4696,8,587
4697,1,588
4698,2,588
4699,3,588
4700,4,588
4701,5,588
4702,6,588
4703,7,588
4704,8,588
4705,1,589
4706,2,589
4707,3,589
4708,4,589
4709,5,589
4710,6,589
4711,7,589
4712,8,589
4713,1,590
4714,2,590
4715,3,590
4716,4,590
4717,5,590
4718,6,590
4719,7,590
4720,8,590
4721,1,591
4722,2,591
4723,3,591
4724,4,591
4725,5,591
4726,6,591
4727,7,591
4728,8,591
4729,1,592
4730,2,592
4731,3,592
4732,4,592
4733,5,592
4734,6,592
4735,7,592
4736,8,592
4737,1,593
4738,2,593
4739,3,593
4740,4,593
4741,5,593
4742,6,593
4743,7,593
4744,8,593
4745,1,594
4746,2,594
4747,3,594
4748,4,594
4749,5,594
4750,6,594
4751,7,594
4752,8,594
4753,1,595
4754,2,595
4755,3,595
4756,4,595
4757,5,595
4758,6,595
4759,7,595
4760,8,595
4761,1,596
4762,2,596
4763,3,596
4764,4,596
4765,5,596
4766,6,596
4767,7,596
4768,8,596
4769,1,597
4770,2,597
4771,3,597
4772,4,597
4773,5,597
4774,6,597
4775,7,597
4776,8,597
4777,1,598
4778,2,598
4779,3,598
4780,4,598
4781,5,598
4782,6,598
4783,7,598
4784,8,598
4785,1,599
4786,2,599
4787,3,599
4788,4,599
4789,5,599
4790,6,599
4791,7,599
4792,8,599
4793,1,600
4794,2,600
4795,3,600
4796,4,600
4797,5,600
4798,6,600
4799,7,600
4800,8,600
4801,1,601
4802,2,601
4803,3,601
4804,4,601
4805,5,601
4806,6,601
4807,7,601
4808,8,601
4809,1,602
4810,2,602
4811,3,602
4812,4,602
4813,5,602
4814,6,602
4815,7,602
4816,8,602
4817,1,603
4818,2,603
4819,3,603
4820,4,603
4821,5,603
4822,6,603
4823,7,603
4824,8,603
4825,1,604
4826,2,604
4827,3,604
4828,4,604
4829,5,604
4830,6,604
4831,7,604
4832,8,604
4833,1,605
4834,2,605
4835,3,605
4836,4,605
4837,5,605
4838,6,605
4839,7,605
4840,8,605
4841,1,606
4842,2,606
4843,3,606
4844,4,606
4845,5,606
4846,6,606
4847,7,606
4848,8,606
4849,1,607
4850,2,607
4851,3,607
4852,4,607
4853,5,607
4854,6,607
4855,7,607
4856,8,607
4857,1,608
4858,2,608
4859,3,608
4860,4,608
4861,5,608
4862,6,608
4863,7,608
4864,8,608
4865,1,609
4866,2,609
4867,3,609
4868,4,609
4869,5,609
4870,6,609
4871,7,609
4872,8,609
4873,1,610
4874,2,610
4875,3,610
4876,4,610
4877,5,610
4878,6,610
4879,7,610
4880,8,610
4881,1,611
4882,2,611
4883,3,611
4884,4,611
4885,5,611
4886,6,611
4887,7,611
4888,8,611
4889,1,612
4890,2,612
4891,3,612
4892,4,612
4893,5,612
4894,6,612
4895,7,612
4896,8,612
4897,1,613
4898,2,613
4899,3,613
4900,4,613
4901,5,613
4902,6,613
4903,7,613
4904,8,613
4905,1,614
4906,2,614
4907,3,614
4908,4,614
4909,5,614
4910,6,614
4911,7,614
4912,8,614
4913,1,615
4914,2,615
4915,3,615
4916,4,615
4917,5,615
4918,6,615
4919,7,615
4920,8,615
4921,1,616
4922,2,616
4923,3,616
4924,4,616
4925,5,616
4926,6,616
4927,7,616
4928,8,616
4929,1,617
4930,2,617
4931,3,617
4932,4,617
4933,5,617
4934,6,617
4935,7,617
4936,8,617
4937,1,618
4938,2,618
4939,3,618
4940,4,618
4941,5,618
4942,6,618
4943,7,618
4944,8,618
4945,1,619
4946,2,619
4947,3,619
4948,4,619
4949,5,619
4950,6,619
4951,7,619
4952,8,619
4953,1,620
4954,2,620
4955,3,620
4956,4,620
4957,5,620
4958,6,620
4959,7,620
4960,8,620
4961,1,621
4962,2,621
4963,3,621
4964,4,621
4965,5,621
4966,6,621
4967,7,621
4968,8,621
4969,1,622
4970,2,622
4971,3,622
4972,4,622
4973,5,622
4974,6,622
4975,7,622
4976,8,622
4977,1,623
4978,2,623
4979,3,623
4980,4,623
4981,5,623
4982,6,623
4983,7,623
4984,8,623
4985,1,624
4986,2,624
4987,3,624
4988,4,624
4989,5,624
4990,6,624
4991,7,624
4992,8,624
4993,1,625
4994,2,625
4995,3,625
4996,4,625
4997,5,625
4998,6,625
4999,7,625
5000,8,625
5001,1,626
5002,2,626
5003,3,626
5004,4,626
5005,5,626
5006,6,626
5007,7,626
5008,8,626
5009,1,627
5010,2,627
5011,3,627
5012,4,627
5013,5,627
5014,6,627
5015,7,627
5016,8,627
5017,1,628
5018,2,628
5019,3,628
5020,4,628
5021,5,628
5022,6,628
5023,7,628
5024,8,628
5025,1,629
5026,2,629
5027,3,629
5028,4,629
5029,5,629
5030,6,629
5031,7,629
5032,8,629
5033,1,630
5034,2,630
5035,3,630
5036,4,630
5037,5,630
5038,6,630
5039,7,630
5040,8,630
5041,1,631
5042,2,631
5043,3,631
5044,4,631
5045,5,631
5046,6,631
5047,7,631
5048,8,631
5049,1,632
5050,2,632
5051,3,632
5052,4,632
5053,5,632
5054,6,632
5055,7,632
5056,8,632
5057,1,633
5058,2,633
5059,3,633
5060,4,633
5061,5,633
5062,6,633
5063,7,633
5064,8,633
5065,1,634
5066,2,634
5067,3,634
5068,4,634
5069,5,634
5070,6,634
5071,7,634
5072,8,634
5073,1,635
5074,2,635
5075,3,635
5076,4,635
5077,5,635
5078,6,635
5079,7,635
5080,8,635
5081,1,636
5082,2,636
5083,3,636
5084,4,636
5085,5,636
5086,6,636
5087,7,636
5088,8,636
5089,1,637
5090,2,637
5091,3,637
5092,4,637
5093,5,637
5094,6,637
5095,7,637
5096,8,637
5097,1,638
5098,2,638
5099,3,638
5100,4,638
5101,5,638
5102,6,638
5103,7,638
5104,8,638
5105,1,639
5106,2,639
5107,3,639
5108,4,639
5109,5,639
5110,6,639
5111,7,639
5112,8,639
5113,1,640
5114,2,640
5115,3,640
5116,4,640
5117,5,640
5118,6,640
5119,7,640
5120,8,640
5121,1,641
5122,2,641
5123,3,641
5124,4,641
5125,5,641
5126,6,641
5127,7,641
5128,8,641
5129,1,642
5130,2,642
5131,3,642
5132,4,642
5133,5,642
5134,6,642
5135,7,642
5136,8,642
5137,1,643
5138,2,643
5139,3,643
5140,4,643
5141,5,643
5142,6,643
5143,7,643
5144,8,643
5145,1,644
5146,2,644
5147,3,644
5148,4,644
5149,5,644
5150,6,644
5151,7,644
5152,8,644
5153,1,645
5154,2,645
5155,3,645
5156,4,645
5157,5,645
5158,6,645
5159,7,645
5160,8,645
5161,1,646
5162,2,646
5163,3,646
5164,4,646
5165,5,646
5166,6,646
5167,7,646
5168,8,646
5169,1,647
5170,2,647
5171,3,647
5172,4,647
5173,5,647
5174,6,647
5175,7,647
5176,8,647
5177,1,648
5178,2,648
5179,3,648
5180,4,648
5181,5,648
5182,6,648
5183,7,648
5184,8,648
5185,1,649
5186,2,649
5187,3,649
5188,4,649
5189,5,649
5190,6,649
5191,7,649
5192,8,649
5193,1,650
5194,2,650
5195,3,650
5196,4,650
5197,5,650
5198,6,650
5199,7,650
5200,8,650
5201,1,651
5202,2,651
5203,3,651
5204,4,651
5205,5,651
5206,6,651
5207,7,651
5208,8,651
5209,1,652
5210,2,652
5211,3,652
5212,4,652
5213,5,652
5214,6,652
5215,7,652
5216,8,652
5217,1,653
5218,2,653
5219,3,653
5220,4,653
5221,5,653
5222,6,653
5223,7,653
5224,8,653
5225,1,654
5226,2,654
5227,3,654
5228,4,654
5229,5,654
5230,6,654
5231,7,654
5232,8,654
5233,1,655
5234,2,655
5235,3,655
5236,4,655
5237,5,655
5238,6,655
5239,7,655
5240,8,655
5241,1,656
5242,2,656
5243,3,656
5244,4,656
5245,5,656
5246,6,656
5247,7,656
5248,8,656
5249,1,657
5250,2,657
5251,3,657
5252,4,657
5253,5,657
5254,6,657
5255,7,657
5256,8,657
5257,1,658
5258,2,658
5259,3,658
5260,4,658
5261,5,658
5262,6,658
5263,7,658
5264,8,658
5265,1,659
5266,2,659
5267,3,659
5268,4,659
5269,5,659
5270,6,659
5271,7,659
5272,8,659
5273,1,660
5274,2,660
5275,3,660
5276,4,660
5277,5,660
5278,6,660
5279,7,660
5280,8,660
5281,1,661
5282,2,661
5283,3,661
5284,4,661
5285,5,661
5286,6,661
5287,7,661
5288,8,661
5289,1,662
5290,2,662
5291,3,662
5292,4,662
5293,5,662
5294,6,662
5295,7,662
5296,8,662
5297,1,663
5298,2,663
5299,3,663
5300,4,663
5301,5,663
5302,6,663
5303,7,663
5304,8,663
5305,1,664
5306,2,664
5307,3,664
5308,4,664
5309,5,664
5310,6,664
5311,7,664
5312,8,664
5313,1,665
5314,2,665
5315,3,665
5316,4,665
5317,5,665
5318,6,665
5319,7,665
5320,8,665
5321,1,666
5322,2,666
5323,3,666
5324,4,666
5325,5,666
5326,6,666
5327,7,666
5328,8,666
5329,1,667
5330,2,667
5331,3,667
5332,4,667
5333,5,667
5334,6,667
5335,7,667
5336,8,667
5337,1,668
5338,2,668
5339,3,668
5340,4,668
5341,5,668
5342,6,668
5343,7,668
5344,8,668
5345,1,669
5346,2,669
5347,3,669
5348,4,669
5349,5,669
5350,6,669
5351,7,669
5352,8,669
5353,1,670
5354,2,670
5355,3,670
5356,4,670
5357,5,670
5358,6,670
5359,7,670
5360,8,670
5361,1,671
5362,2,671
5363,3,671
5364,4,671
5365,5,671
5366,6,671
5367,7,671
5368,8,671
5369,1,672
5370,2,672
5371,3,672
5372,4,672
5373,5,672
5374,6,672
5375,7,672
5376,8,672
5377,1,673
5378,2,673
5379,3,673
5380,4,673
5381,5,673
5382,6,673
5383,7,673
5384,8,673
5385,1,674
5386,2,674
5387,3,674
5388,4,674
5389,5,674
5390,6,674
5391,7,674
5392,8,674
5393,1,675
5394,2,675
5395,3,675
5396,4,675
5397,5,675
5398,6,675
5399,7,675
5400,8,675
5401,1,676
5402,2,676
5403,3,676
5404,4,676
5405,5,676
5406,6,676
5407,7,676
5408,8,676
5409,1,677
5410,2,677
5411,3,677
5412,4,677
5413,5,677
5414,6,677
5415,7,677
5416,8,677
5417,1,678
5418,2,678
5419,3,678
5420,4,678
5421,5,678
5422,6,678
5423,7,678
5424,8,678
5425,1,679
5426,2,679
5427,3,679
5428,4,679
5429,5,679
5430,6,679
5431,7,679
5432,8,679
5433,1,680
5434,2,680
5435,3,680
5436,4,680
5437,5,680
5438,6,680
5439,7,680
5440,8,680
5441,1,681
5442,2,681
5443,3,681
5444,4,681
5445,5,681
5446,6,681
5447,7,681
5448,8,681
5449,1,682
5450,2,682
5451,3,682
5452,4,682
5453,5,682
5454,6,682
5455,7,682
5456,8,682
5457,1,683
5458,2,683
5459,3,683
5460,4,683
5461,5,683
5462,6,683
5463,7,683
5464,8,683
5465,1,684
5466,2,684
5467,3,684
5468,4,684
5469,5,684
5470,6,684
5471,7,684
5472,8,684
5473,1,685
5474,2,685
5475,3,685
5476,4,685
5477,5,685
5478,6,685
5479,7,685
5480,8,685
5481,1,686
5482,2,686
5483,3,686
5484,4,686
5485,5,686
5486,6,686
5487,7,686
5488,8,686
5489,1,687
5490,2,687
5491,3,687
5492,4,687
5493,5,687
5494,6,687
5495,7,687
5496,8,687
5497,1,688
5498,2,688
5499,3,688
5500,4,688
5501,5,688
5502,6,688
5503,7,688
5504,8,688
5505,1,689
5506,2,689
5507,3,689
5508,4,689
5509,5,689
5510,6,689
5511,7,689
5512,8,689
5513,1,690
5514,2,690
5515,3,690
5516,4,690
5517,5,690
5518,6,690
5519,7,690
5520,8,690
5521,1,691
5522,2,691
5523,3,691
5524,4,691
5525,5,691
5526,6,691
5527,7,691
5528,8,691
5529,1,692
5530,2,692
5531,3,692
5532,4,692
5533,5,692
5534,6,692
5535,7,692
5536,8,692
5537,1,693
5538,2,693
5539,3,693
5540,4,693
5541,5,693
5542,6,693
5543,7,693
5544,8,693
5545,1,694
5546,2,694
5547,3,694
5548,4,694
5549,5,694
5550,6,694
5551,7,694
5552,8,694
5553,1,695
5554,2,695
5555,3,695
5556,4,695
5557,5,695
5558,6,695
5559,7,695
5560,8,695
5561,1,696
5562,2,696
5563,3,696
5564,4,696
5565,5,696
5566,6,696
5567,7,696
5568,8,696
5569,1,697
5570,2,697
5571,3,697
5572,4,697
5573,5,697
5574,6,697
5575,7,697
5576,8,697
5577,1,698
5578,2,698
5579,3,698
5580,4,698
5581,5,698
5582,6,698
5583,7,698
5584,8,698
5585,1,699
5586,2,699
5587,3,699
5588,4,699
5589,5,699
5590,6,699
5591,7,699
5592,8,699
5593,1,700
5594,2,700
5595,3,700
5596,4,700
5597,5,700
5598,6,700
5599,7,700
5600,8,700
5601,1,701
5602,2,701
5603,3,701
5604,4,701
5605,5,701
5606,6,701
5607,7,701
5608,8,701
5609,1,702
5610,2,702
5611,3,702
5612,4,702
5613,5,702
5614,6,702
5615,7,702
5616,8,702
5617,1,703
5618,2,703
5619,3,703
5620,4,703
5621,5,703
5622,6,703
5623,7,703
5624,8,703
5625,1,704
5626,2,704
5627,3,704
5628,4,704
5629,5,704
5630,6,704
5631,7,704
5632,8,704
5633,1,705
5634,2,705
5635,3,705
5636,4,705
5637,5,705
5638,6,705
5639,7,705
5640,8,705
5641,1,706
5642,2,706
5643,3,706
5644,4,706
5645,5,706
5646,6,706
5647,7,706
5648,8,706
5649,1,707
5650,2,707
5651,3,707
5652,4,707
5653,5,707
5654,6,707
5655,7,707
5656,8,707
5657,1,708
5658,2,708
5659,3,708
5660,4,708
5661,5,708
5662,6,708
5663,7,708
5664,8,708
5665,1,709
5666,2,709
5667,3,709
5668,4,709
5669,5,709
5670,6,709
5671,7,709
5672,8,709
5673,1,710
5674,2,710
5675,3,710
5676,4,710
5677,5,710
5678,6,710
5679,7,710
5680,8,710
5681,1,711
5682,2,711
5683,3,711
5684,4,711
5685,5,711
5686,6,711
5687,7,711
5688,8,711
5689,1,712
5690,2,712
5691,3,712
5692,4,712
5693,5,712
5694,6,712
5695,7,712
5696,8,712
5697,1,713
5698,2,713
5699,3,713
5700,4,713
5701,5,713
5702,6,713
5703,7,713
5704,8,713
5705,1,714
5706,2,714
5707,3,714
5708,4,714
5709,5,714
5710,6,714
5711,7,714
5712,8,714
5713,1,715
5714,2,715
5715,3,715
5716,4,715
5717,5,715
5718,6,715
5719,7,715
5720,8,715
5721,1,716
5722,2,716
5723,3,716
5724,4,716
5725,5,716
5726,6,716
5727,7,716
5728,8,716
5729,1,717
5730,2,717
5731,3,717
5732,4,717
5733,5,717
5734,6,717
5735,7,717
5736,8,717
5737,1,718
5738,2,718
5739,3,718
5740,4,718
5741,5,718
5742,6,718
5743,7,718
5744,8,718
5745,1,719
5746,2,719
5747,3,719
5748,4,719
5749,5,719
5750,6,719
5751,7,719
5752,8,719
5753,1,720
5754,2,720
5755,3,720
5756,4,720
5757,5,720
5758,6,720
5759,7,720
5760,8,720
5761,1,721
5762,2,721
5763,3,721
5764,4,721
5765,5,721
5766,6,721
5767,7,721
5768,8,721
5769,1,722
5770,2,722
5771,3,722
5772,4,722
5773,5,722
5774,6,722
5775,7,722
5776,8,722
5777,1,723
5778,2,723
5779,3,723
5780,4,723
5781,5,723
5782,6,723
5783,7,723
5784,8,723
5785,1,724
5786,2,724
5787,3,724
5788,4,724
5789,5,724
5790,6,724
5791,7,724
5792,8,724
5793,1,725
5794,2,725
5795,3,725
5796,4,725
5797,5,725
5798,6,725
5799,7,725
5800,8,725
5801,1,726
5802,2,726
5803,3,726
5804,4,726
5805,5,726
5806,6,726
5807,7,726
5808,8,726
5809,1,727
5810,2,727
5811,3,727
5812,4,727
5813,5,727
5814,6,727
5815,7,727
5816,8,727
5817,1,728
5818,2,728
5819,3,728
5820,4,728
5821,5,728
5822,6,728
5823,7,728
5824,8,728
5825,1,729
5826,2,729
5827,3,729
5828,4,729
5829,5,729
5830,6,729
5831,7,729
5832,8,729
5833,1,730
5834,2,730
5835,3,730
5836,4,730
5837,5,730
5838,6,730
5839,7,730
5840,8,730
5841,1,731
5842,2,731
5843,3,731
5844,4,731
5845,5,731
5846,6,731
5847,7,731
5848,8,731
5849,1,732
5850,2,732
5851,3,732
5852,4,732
5853,5,732
5854,6,732
5855,7,732
5856,8,732
5857,1,733
5858,2,733
5859,3,733
5860,4,733
5861,5,733
5862,6,733
5863,7,733
5864,8,733
5865,1,734
5866,2,734
5867,3,734
5868,4,734
5869,5,734
5870,6,734
5871,7,734
5872,8,734
5873,1,735
5874,2,735
5875,3,735
5876,4,735
5877,5,735
5878,6,735
5879,7,735
5880,8,735
5881,1,736
5882,2,736
5883,3,736
5884,4,736
5885,5,736
5886,6,736
5887,7,736
5888,8,736
5889,1,737
5890,2,737
5891,3,737
5892,4,737
5893,5,737
5894,6,737
5895,7,737
5896,8,737
5897,1,738
5898,2,738
5899,3,738
5900,4,738
5901,5,738
5902,6,738
5903,7,738
5904,8,738
5905,1,739
5906,2,739
5907,3,739
5908,4,739
5909,5,739
5910,6,739
5911,7,739
5912,8,739
5913,1,740
5914,2,740
5915,3,740
5916,4,740
5917,5,740
5918,6,740
5919,7,740
5920,8,740
5921,1,741
5922,2,741
5923,3,741
5924,4,741
5925,5,741
5926,6,741
5927,7,741
5928,8,741
5929,1,742
5930,2,742
5931,3,742
5932,4,742
5933,5,742
5934,6,742
5935,7,742
5936,8,742
5937,1,743
5938,2,743
5939,3,743
5940,4,743
5941,5,743
5942,6,743
5943,7,743
5944,8,743
5945,1,744
5946,2,744
5947,3,744
5948,4,744
5949,5,744
5950,6,744
5951,7,744
5952,8,744
5953,1,745
5954,2,745
5955,3,745
5956,4,745
5957,5,745
5958,6,745
5959,7,745
5960,8,745
5961,1,746
5962,2,746
5963,3,746
5964,4,746
5965,5,746
5966,6,746
5967,7,746
5968,8,746
5969,1,747
5970,2,747
5971,3,747
5972,4,747
5973,5,747
5974,6,747
5975,7,747
5976,8,747
5977,1,748
5978,2,748
5979,3,748
5980,4,748
5981,5,748
5982,6,748
5983,7,748
5984,8,748
5985,1,749
5986,2,749
5987,3,749
5988,4,749
5989,5,749
5990,6,749
5991,7,749
5992,8,749
5993,1,750
5994,2,750
5995,3,750
5996,4,750
5997,5,750
5998,6,750
5999,7,750
6000,8,750
6001,1,751
6002,2,751
6003,3,751
6004,4,751
6005,5,751
6006,6,751
6007,7,751
6008,8,751
6009,1,752
6010,2,752
6011,3,752
6012,4,752
6013,5,752
6014,6,752
6015,7,752
6016,8,752
6017,1,753
6018,2,753
6019,3,753
6020,4,753
6021,5,753
6022,6,753
6023,7,753
6024,8,753
6025,1,754
6026,2,754
6027,3,754
6028,4,754
6029,5,754
6030,6,754
6031,7,754
6032,8,754
6033,1,755
6034,2,755
6035,3,755
6036,4,755
6037,5,755
6038,6,755
6039,7,755
6040,8,755
6041,1,756
6042,2,756
6043,3,756
6044,4,756
6045,5,756
6046,6,756
6047,7,756
6048,8,756
6049,1,757
6050,2,757
6051,3,757
6052,4,757
6053,5,757
6054,6,757
6055,7,757
6056,8,757
6057,1,758
6058,2,758
6059,3,758
6060,4,758
6061,5,758
6062,6,758
6063,7,758
6064,8,758
6065,1,759
6066,2,759
6067,3,759
6068,4,759
6069,5,759
6070,6,759
6071,7,759
6072,8,759
6073,1,760
6074,2,760
6075,3,760
6076,4,760
6077,5,760
6078,6,760
6079,7,760
6080,8,760
6081,1,761
6082,2,761
6083,3,761
6084,4,761
6085,5,761
6086,6,761
6087,7,761
6088,8,761
6089,1,762
6090,2,762
6091,3,762
6092,4,762
6093,5,762
6094,6,762
6095,7,762
6096,8,762
6097,1,763
6098,2,763
6099,3,763
6100,4,763
6101,5,763
6102,6,763
6103,7,763
6104,8,763
6105,1,764
6106,2,764
6107,3,764
6108,4,764
6109,5,764
6110,6,764
6111,7,764
6112,8,764
6113,1,765
6114,2,765
6115,3,765
6116,4,765
6117,5,765
6118,6,765
6119,7,765
6120,8,765
6121,1,766
6122,2,766
6123,3,766
6124,4,766
6125,5,766
6126,6,766
6127,7,766
6128,8,766
6129,1,767
6130,2,767
6131,3,767
